activity	time	p	p_peak	p_smooth
Bowling	770	4.28E-04	0.34741132	0.344398178
Rollerblading	770	1.17E-04	0.366191659	0.36641239
Golfing	770	0.002140934	0.91307658	0.919646563
Playing volleyball	770	1.18E-04	0.248380971	0.246301931
Boating	770	5.21E-04	0.773220832	0.768290024
Playing baseball	770	1.65E-04	0.353085203	0.361843783
Running	775	4.45E-04	0.303291522	0.317002283
Playing racquet sports	775	2.02E-04	0.421694916	0.44566367
Weightlifting/strength training	775	0.00108073	0.675310269	0.692136067
Hiking	775	4.83E-04	0.954950873	0.968484046
Biking	775	5.40E-04	0.650994755	0.677923607
Walking	775	0.002972496	0.642905301	0.708762587
Using cardiovascular equipment	775	5.07E-04	0.380610339	0.400769102
Participating in water sports	775	0.002482844	0.775014736	0.797321482
Playing basketball	775	9.41E-04	0.450116968	0.454183621
"Working out, unspecified"	775	0.001687255	0.485328989	0.506595441
"Skiing, ice skating, snowboarding"	775	4.36E-04	0.902363323	0.912933759
Doing yoga	775	1.05E-04	0.245536536	0.252322945
Playing billiards	775	2.04E-04	0.248320901	0.254535948
Fishing	775	0.001430621	0.855916451	0.867283093
Dancing	775	6.32E-05	0.084811138	0.112189399
Playing football	775	2.01E-04	0.207487092	0.198070846
Vehicle touring/racing	775	3.08E-04	0.768553328	0.765718595
Softball	775	7.55E-05	0.126702137	0.130753296
Playing soccer	775	2.89E-04	0.359011405	0.359933413
Doing aerobics	775	1.11E-04	0.181865443	0.173120198
Hunting	775	6.72E-04	0.618393577	0.633736298
Participating in martial arts	775	1.98E-05	0.064872091	0.059244597
Bowling	775	4.28E-04	0.34741132	0.352451458
Rollerblading	775	1.22E-04	0.382519887	0.400412051
Golfing	775	0.002179024	0.929321753	0.931447423
Playing volleyball	775	1.18E-04	0.248380971	0.2580026
Boating	775	5.11E-04	0.758860336	0.77900786
Playing baseball	775	1.71E-04	0.365387208	0.364319844
Running	780	5.05E-04	0.344711147	0.321846886
Playing racquet sports	780	2.40E-04	0.500824847	0.472838065
Weightlifting/strength training	780	0.001067966	0.667335049	0.652895762
Hiking	780	5.06E-04	1	0.948121248
Biking	780	5.79E-04	0.69727457	0.666702862
Walking	780	0.003780171	0.817593174	0.69940355
Using cardiovascular equipment	780	5.65E-04	0.423587462	0.392084807
Participating in water sports	780	0.002675203	0.835059182	0.808002154
Playing basketball	780	9.85E-04	0.471111035	0.454020031
"Working out, unspecified"	780	0.001823066	0.524394098	0.493303076
"Skiing, ice skating, snowboarding"	780	4.62E-04	0.957203053	0.916935635
Doing yoga	780	1.11E-04	0.260330281	0.241669371
Playing billiards	780	2.42E-04	0.294904327	0.274191372
Fishing	780	0.001477345	0.883870592	0.85428646
Dancing	780	1.16E-04	0.15535558	0.138520191
Playing football	780	1.87E-04	0.193851285	0.19541688
Vehicle touring/racing	780	3.31E-04	0.825467293	0.751954621
Softball	780	7.55E-05	0.126702137	0.124770851
Playing soccer	780	2.97E-04	0.369124709	0.352251413
Doing aerobics	780	1.06E-04	0.173108566	0.171257364
Hunting	780	7.19E-04	0.661822183	0.621209231
Participating in martial arts	780	1.67E-05	0.054672377	0.056442919
Bowling	780	4.47E-04	0.362531736	0.337918702
Rollerblading	780	1.44E-04	0.452524607	0.416812218
Golfing	780	0.002232068	0.951943934	0.912578228
Playing volleyball	780	1.32E-04	0.277245857	0.270999632
Boating	780	5.42E-04	0.804942411	0.779250984
Playing baseball	780	1.75E-04	0.374487121	0.361544509
Running	785	4.65E-04	0.317537988	0.320973887
Playing racquet sports	785	2.38E-04	0.495994431	0.487945412
Weightlifting/strength training	785	9.86E-04	0.616041969	0.629193068
Hiking	785	4.50E-04	0.88941287	0.920346709
Biking	785	5.41E-04	0.651839261	0.670500421
Walking	785	0.002948485	0.637712176	0.700923272
Using cardiovascular equipment	785	4.96E-04	0.37205662	0.394784955
Participating in water sports	785	0.002607521	0.813932544	0.8221817
Playing basketball	785	9.21E-04	0.44083209	0.455280656
"Working out, unspecified"	785	0.001634611	0.47018614	0.481592011
"Skiing, ice skating, snowboarding"	785	4.30E-04	0.891240531	0.91381747
Doing yoga	785	9.36E-05	0.219141295	0.243079611
Playing billiards	785	2.29E-04	0.279348889	0.285721241
Fishing	785	0.001375724	0.823072337	0.838295059
Dancing	785	1.31E-04	0.175393854	0.167548217
Playing football	785	1.79E-04	0.184912262	0.188971773
Vehicle touring/racing	785	2.65E-04	0.661843242	0.716384592
Softball	785	7.20E-05	0.120908279	0.124737273
Playing soccer	785	2.65E-04	0.328618124	0.346905102
Doing aerobics	785	9.71E-05	0.158798083	0.159617657
Hunting	785	6.34E-04	0.583411933	0.611618459
Participating in martial arts	785	1.52E-05	0.049784288	0.051413651
Bowling	785	3.75E-04	0.303813051	0.323978438
Rollerblading	785	1.32E-04	0.415392159	0.422161791
Golfing	785	0.002008203	0.856468997	0.894358384
Playing volleyball	785	1.36E-04	0.287372067	0.281317785
Boating	785	5.21E-04	0.773950205	0.794004226
Playing baseball	785	1.61E-04	0.344759199	0.356486681
Running	790	4.41E-04	0.300672527	0.299140453
Playing racquet sports	790	2.24E-04	0.467016959	0.484223056
Weightlifting/strength training	790	9.67E-04	0.604202185	0.602513882
Hiking	790	4.41E-04	0.871627255	0.880878927
Biking	790	5.50E-04	0.662387433	0.663238818
Walking	790	0.002993575	0.647464466	0.647449596
Using cardiovascular equipment	790	5.18E-04	0.388710781	0.381469181
Participating in water sports	790	0.002619121	0.817553373	0.816148218
Playing basketball	790	9.49E-04	0.453898843	0.448696105
"Working out, unspecified"	790	0.001565114	0.450195794	0.459873152
"Skiing, ice skating, snowboarding"	790	4.31E-04	0.893008828	0.89891325
Doing yoga	790	1.07E-04	0.249767256	0.255793496
Playing billiards	790	2.32E-04	0.282910506	0.285466017
Fishing	790	0.001350435	0.807942248	0.814844469
Dancing	790	1.28E-04	0.171895217	0.173061429
Playing football	790	1.82E-04	0.188151773	0.186180478
Vehicle touring/racing	790	2.65E-04	0.661843242	0.67750425
Softball	790	7.54E-05	0.126601403	0.125688597
Playing soccer	790	2.76E-04	0.342972473	0.338654126
Doing aerobics	790	8.99E-05	0.146946321	0.139318103
Hunting	790	6.41E-04	0.58962126	0.585078712
Participating in martial arts	790	1.52E-05	0.049784288	0.049784288
Bowling	790	3.77E-04	0.305590527	0.306103564
Rollerblading	790	1.27E-04	0.398568607	0.437459256
Golfing	790	0.002050862	0.87466222	0.867450908
Playing volleyball	790	1.33E-04	0.279335433	0.280423552
Boating	790	5.41E-04	0.803120062	0.802762827
Playing baseball	790	1.63E-04	0.350213723	0.346851666
Running	795	4.09E-04	0.279210842	0.27820084
Playing racquet sports	795	2.35E-04	0.489657777	0.475467978
Weightlifting/strength training	795	9.40E-04	0.587297492	0.600917627
Hiking	795	4.46E-04	0.881596656	0.881943849
Biking	795	5.61E-04	0.675489761	0.682434233
Walking	795	0.003038459	0.657172147	0.657048437
Using cardiovascular equipment	795	5.11E-04	0.383640142	0.374367444
Participating in water sports	795	0.002617216	0.816958736	0.821974416
Playing basketball	795	9.43E-04	0.451357382	0.444658254
"Working out, unspecified"	795	0.001596548	0.459237522	0.457273692
"Skiing, ice skating, snowboarding"	795	4.41E-04	0.912490392	0.906291792
Doing yoga	795	1.27E-04	0.298471938	0.27547873
Playing billiards	795	2.41E-04	0.294138655	0.287403013
Fishing	795	0.001359756	0.813518823	0.815880699
Dancing	795	1.28E-04	0.171895217	0.171239874
Playing football	795	1.79E-04	0.185477401	0.195855206
Vehicle touring/racing	795	2.84E-04	0.708826268	0.711752103
Softball	795	7.71E-05	0.129556108	0.129979773
Playing soccer	795	2.77E-04	0.34437178	0.342249565
Doing aerobics	795	6.86E-05	0.112209905	0.121935205
Hunting	795	6.33E-04	0.582202944	0.587431144
Participating in martial arts	795	1.52E-05	0.049784288	0.049784288
Bowling	795	3.81E-04	0.308907115	0.312944729
Rollerblading	795	1.59E-04	0.498417001	0.451959059
Golfing	795	0.002042794	0.871221507	0.86732949
Playing volleyball	795	1.30E-04	0.274563158	0.270033642
Boating	795	5.60E-04	0.831218216	0.830317923
Playing baseball	795	1.61E-04	0.345582077	0.352305506
Running	800	3.73E-04	0.254719152	0.254626986
Playing racquet sports	800	0.000225449	0.469729197	0.476372057
Weightlifting/strength training	800	9.78E-04	0.611253203	0.595031873
Hiking	800	4.52E-04	0.892607637	0.889262341
Biking	800	5.89E-04	0.709425506	0.691939545
Walking	800	0.003081627	0.666508699	0.65718627
Using cardiovascular equipment	800	4.67E-04	0.350751411	0.352462201
Participating in water sports	800	0.002663516	0.831411139	0.828922871
Playing basketball	800	8.96E-04	0.428718538	0.436863179
"Working out, unspecified"	800	0.0016075	0.46238776	0.458502882
"Skiing, ice skating, snowboarding"	800	4.41E-04	0.913376154	0.915345842
Doing yoga	800	1.19E-04	0.278196995	0.284955309
Playing billiards	800	2.34E-04	0.285159878	0.287647861
Fishing	800	0.00138092	0.826181027	0.825638876
Dancing	800	1.27E-04	0.169929188	0.170584531
Playing football	800	2.07E-04	0.213936443	0.204450096
Vehicle touring/racing	800	3.07E-04	0.764586799	0.736270487
Softball	800	7.97E-05	0.133781807	0.132373241
Playing soccer	800	2.73E-04	0.339404441	0.336115751
Doing aerobics	800	6.52E-05	0.106649389	0.103006709
Hunting	800	6.42E-04	0.590469227	0.587713799
Participating in martial arts	800	1.52E-05	0.049784288	0.049784288
Bowling	800	4.00E-04	0.324336546	0.31571288
Rollerblading	800	1.46E-04	0.45889157	0.468986569
Golfing	800	0.002007349	0.856104744	0.858136293
Playing volleyball	800	1.22E-04	0.256202334	0.263608457
Boating	800	5.77E-04	0.856615492	0.845190005
Playing baseball	800	1.69E-04	0.361120718	0.359457146
Running	805	3.37E-04	0.229950964	0.24438215
Playing racquet sports	805	0.000225449	0.469729197	0.481155913
Weightlifting/strength training	805	9.39E-04	0.586544925	0.601667207
Hiking	805	4.52E-04	0.89358273	0.899170797
Biking	805	5.73E-04	0.690903367	0.701197989
Walking	805	0.002995487	0.647877964	0.685545828
Using cardiovascular equipment	805	4.30E-04	0.322995052	0.347119767
Participating in water sports	805	0.002685901	0.838398737	0.85076996
Playing basketball	805	9.00E-04	0.430513616	0.442519336
"Working out, unspecified"	805	0.001577934	0.453883365	0.469287728
"Skiing, ice skating, snowboarding"	805	4.44E-04	0.920170981	0.94008579
Doing yoga	805	1.19E-04	0.278196995	0.283069328
Playing billiards	805	2.33E-04	0.283645051	0.29609711
Fishing	805	0.001399366	0.83721678	0.844258303
Dancing	805	1.27E-04	0.169929188	0.169929188
Playing football	805	2.07E-04	0.213936443	0.224714319
Vehicle touring/racing	805	2.95E-04	0.735398393	0.756080191
Softball	805	7.97E-05	0.133781807	0.133781807
Playing soccer	805	2.61E-04	0.324571031	0.341501976
Doing aerobics	805	5.51E-05	0.090160831	0.087300679
Hunting	805	6.42E-04	0.590469227	0.594504661
Participating in martial arts	805	1.52E-05	0.049784288	0.049784288
Bowling	805	3.87E-04	0.31389498	0.317606337
Rollerblading	805	1.43E-04	0.449651135	0.474102695
Golfing	805	0.001986194	0.847082627	0.865494145
Playing volleyball	805	1.24E-04	0.260059879	0.265807836
Boating	805	5.71E-04	0.847736307	0.861030915
Playing baseball	805	1.74E-04	0.371668644	0.368152669
Running	810	3.64E-04	0.248476336	0.237797913
Playing racquet sports	810	2.42E-04	0.504009345	0.496630547
Weightlifting/strength training	810	9.72E-04	0.607203494	0.570579932
Hiking	810	4.61E-04	0.911322025	0.889207696
Biking	810	5.84E-04	0.703265092	0.686449556
Walking	810	0.003431823	0.742250821	0.671018366
Using cardiovascular equipment	810	4.90E-04	0.367612837	0.340248519
Participating in water sports	810	0.002827184	0.882500005	0.854931491
Playing basketball	810	9.79E-04	0.468325855	0.440811029
"Working out, unspecified"	810	0.001709029	0.49159206	0.462784972
"Skiing, ice skating, snowboarding"	810	4.76E-04	0.986710234	0.956660175
Doing yoga	810	1.25E-04	0.292813993	0.275321832
Playing billiards	810	2.62E-04	0.3194864	0.310682784
Fishing	810	0.00145312	0.869377102	0.849149635
Dancing	810	1.27E-04	0.169929188	0.16419663
Playing football	810	2.38E-04	0.246270071	0.232549018
Vehicle touring/racing	810	3.08E-04	0.768255382	0.753948014
Softball	810	7.97E-05	0.133781807	0.140905678
Playing soccer	810	2.90E-04	0.360530456	0.349296777
Doing aerobics	810	3.98E-05	0.065091817	0.074667721
Hunting	810	6.55E-04	0.602575528	0.593896564
Participating in martial arts	810	1.52E-05	0.049784288	0.049784288
Bowling	810	3.88E-04	0.314587486	0.304699472
Rollerblading	810	1.64E-04	0.513765381	0.489398241
Golfing	810	0.002094551	0.893295062	0.857026686
Playing volleyball	810	1.34E-04	0.281161296	0.265416928
Boating	810	5.92E-04	0.878740947	0.862966343
Playing baseball	810	1.74E-04	0.371668644	0.368914344
Running	815	3.44E-04	0.234966439	0.239797059
Playing racquet sports	815	2.48E-04	0.516153098	0.511934948
Weightlifting/strength training	815	8.29E-04	0.517991376	0.541525624
Hiking	815	4.36E-04	0.862718332	0.889356491
Biking	815	5.52E-04	0.665180208	0.684566778
Walking	815	0.002880122	0.622926312	0.665284411
Using cardiovascular equipment	815	4.40E-04	0.330137668	0.352918802
Participating in water sports	815	0.002703511	0.843895731	0.853017225
Playing basketball	815	8.85E-04	0.423593615	0.437161279
"Working out, unspecified"	815	0.001539679	0.44287949	0.453452126
"Skiing, ice skating, snowboarding"	815	4.65E-04	0.963099311	0.974102324
Doing yoga	815	1.09E-04	0.254954508	0.268957316
Playing billiards	815	0.000269636	0.328916901	0.326861385
Fishing	815	0.001405447	0.840855023	0.853609979
Dancing	815	1.14E-04	0.152731515	0.158464073
Playing football	815	2.30E-04	0.237440539	0.251521126
Vehicle touring/racing	815	3.04E-04	0.758190268	0.750539198
Softball	815	9.24E-05	0.155153419	0.159086374
Playing soccer	815	2.92E-04	0.362788844	0.3624737
Doing aerobics	815	4.21E-05	0.068750515	0.069733405
Hunting	815	6.40E-04	0.588644937	0.595575056
Participating in martial arts	815	1.52E-05	0.049784288	0.055372408
Bowling	815	3.52E-04	0.28561595	0.295431533
Rollerblading	815	1.61E-04	0.504778208	0.50606991
Golfing	815	0.001947787	0.830702369	0.85246829
Playing volleyball	815	1.21E-04	0.25502961	0.263470166
Boating	815	5.81E-04	0.862421775	0.868569561
Playing baseball	815	1.70E-04	0.363405743	0.36324386
Running	820	3.46E-04	0.235948402	0.23704945
Playing racquet sports	820	2.47E-04	0.515642402	0.524122979
Weightlifting/strength training	820	7.99E-04	0.499382004	0.502714919
Hiking	820	4.52E-04	0.894029117	0.883198349
Biking	820	5.69E-04	0.685255035	0.683431838
Walking	820	0.002915953	0.630676101	0.625185183
Using cardiovascular equipment	820	4.81E-04	0.3610059	0.353982898
Participating in water sports	820	0.002667503	0.832655939	0.832957954
Playing basketball	820	8.77E-04	0.419564366	0.423789913
"Working out, unspecified"	820	0.001480596	0.425884829	0.426702578
"Skiing, ice skating, snowboarding"	820	4.70E-04	0.972497428	0.966868508
Doing yoga	820	1.11E-04	0.259103446	0.257720467
Playing billiards	820	2.72E-04	0.332180856	0.333824522
Fishing	820	0.001421731	0.85059781	0.850278323
Dancing	820	1.14E-04	0.152731515	0.152731515
Playing football	820	2.62E-04	0.270852767	0.265055983
Vehicle touring/racing	820	2.91E-04	0.725171946	0.743148106
Softball	820	1.12E-04	0.188323894	0.177267069
Playing soccer	820	2.93E-04	0.364101802	0.36200234
Doing aerobics	820	4.61E-05	0.075357884	0.070479244
Hunting	820	6.47E-04	0.595504702	0.597127335
Participating in martial arts	820	2.03E-05	0.066548648	0.060960528
Bowling	820	3.53E-04	0.286091163	0.288479773
Rollerblading	820	1.59E-04	0.49966614	0.501370163
Golfing	820	0.00195413	0.83340744	0.833994458
Playing volleyball	820	1.21E-04	0.254219592	0.254489598
Boating	820	5.82E-04	0.86454596	0.87446778
Playing baseball	820	1.66E-04	0.354657194	0.353469052
Running	825	3.52E-04	0.240233509	0.229716064
Playing racquet sports	825	2.59E-04	0.540573436	0.533402399
Weightlifting/strength training	825	7.85E-04	0.490771378	0.480165946
Hiking	825	4.52E-04	0.892847597	0.888259276
Biking	825	5.81E-04	0.69986027	0.688684285
Walking	825	0.002875622	0.621953136	0.618747637
Using cardiovascular equipment	825	4.94E-04	0.370805125	0.367695504
Participating in water sports	825	0.002634398	0.822322193	0.817701236
Playing basketball	825	8.95E-04	0.428211758	0.425832996
"Working out, unspecified"	825	0.001430043	0.411343416	0.41399507
"Skiing, ice skating, snowboarding"	825	4.66E-04	0.965008785	0.961788978
Doing yoga	825	1.11E-04	0.259103446	0.245517145
Playing billiards	825	2.79E-04	0.340375809	0.338542729
Fishing	825	0.001436414	0.859382136	0.856202327
Dancing	825	1.14E-04	0.152731515	0.153629096
Playing football	825	2.77E-04	0.286874643	0.283537404
Vehicle touring/racing	825	2.99E-04	0.746082105	0.744766154
Softball	825	1.12E-04	0.188323894	0.19451294
Playing soccer	825	2.89E-04	0.359116376	0.361339743
Doing aerobics	825	4.12E-05	0.067329332	0.06703001
Hunting	825	6.60E-04	0.607232364	0.607459969
Participating in martial arts	825	2.03E-05	0.066548648	0.062261313
Bowling	825	3.62E-04	0.293732206	0.294329422
Rollerblading	825	1.59E-04	0.49966614	0.501101583
Golfing	825	0.001964602	0.837873565	0.830647192
Playing volleyball	825	1.21E-04	0.254219592	0.254219592
Boating	825	6.04E-04	0.896435606	0.879536546
Playing baseball	825	1.60E-04	0.342344218	0.343135662
Running	830	3.12E-04	0.212966281	0.219411913
Playing racquet sports	830	2.61E-04	0.543991359	0.544564667
Weightlifting/strength training	830	7.21E-04	0.450344456	0.451240667
Hiking	830	4.44E-04	0.877901114	0.881901594
Biking	830	5.65E-04	0.680937551	0.690762341
Walking	830	0.002790829	0.603613675	0.603092989
Using cardiovascular equipment	830	4.95E-04	0.371275487	0.359310197
Participating in water sports	830	0.002556882	0.798125575	0.806056212
Playing basketball	830	8.98E-04	0.429722864	0.436169073
"Working out, unspecified"	830	0.001407145	0.404756964	0.408239704
"Skiing, ice skating, snowboarding"	830	4.58E-04	0.947860722	0.961640222
Doing yoga	830	9.32E-05	0.218344544	0.232899256
Playing billiards	830	2.81E-04	0.343071523	0.33286019
Fishing	830	0.001435152	0.858627034	0.868450267
Dancing	830	1.16E-04	0.155424257	0.154526677
Playing football	830	2.83E-04	0.292884803	0.289858864
Vehicle touring/racing	830	3.06E-04	0.763044412	0.757060252
Softball	830	1.23E-04	0.206891032	0.200701986
Playing soccer	830	2.90E-04	0.360801051	0.370296668
Doing aerobics	830	3.57E-05	0.058402815	0.058079799
Hunting	830	6.73E-04	0.619642842	0.615506016
Participating in martial arts	830	1.64E-05	0.053686643	0.058886223
